query_id,query_text,doc_id,product_title,review_headline,relevance
q18,fast acting energy gels for marathon running,R189DEHQ8QDDG3,"Wedderspoon 100% Raw Manuka Honey KFactor, 24 Count",Five Stars,0
q18,fast acting energy gels for marathon running,R17UYYLTAQVE7T,"PowerBar PowerGel, 1.44 Ounce  (Pack of 24)",Still searching for the perfect energy gel,1
q18,fast acting energy gels for marathon running,R3O77TAQVHN38Y,"Pure Natural Miracles Cacao Nibs. Raw, Organic and Premium Criollo Variety.",Awesome and healthy.,0
q18,fast acting energy gels for marathon running,R1MVDXESILS86S,"V8 V-Fusion +Energy Drinks, 8 Fl Oz",Best energy drink ever,1
q18,fast acting energy gels for marathon running,R2K68RNOPDTROG,"Honey Stinger Energy Gel, Gold, 1.2 Ounce (Pack of 24)",They are very sweet and honey like,1
q18,fast acting energy gels for marathon running,RPYQ8MD4A7IX6,"VE2 Energy Gum, Sugar Free, 12 packs (10 pieces each) Contains Caffeine, B6, B12, Ginseng & Guarana (also uses Xylitol)",... chew them when I feel not being at my best in energy,1
q18,fast acting energy gels for marathon running,R1BPATJQSGMDCE,"Sambazon Amazon Energy Drink, Low-Calorie",this fantastic energy is my favorite,1
q18,fast acting energy gels for marathon running,R1ZASHWK2PJ19D,Matcha DNA Certified Organic Matcha Green Tea,All Day Energy,0
q18,fast acting energy gels for marathon running,RJFS3XGVLHDM4,X-Mode Energy Shots on Tap,... as strong as 5 hr energy but still works great,1
q18,fast acting energy gels for marathon running,R3MIS5BLMRM70F,"V8 V-Fusion +Energy Drinks, 8 Fl Oz",So glad i found this,1
q19,organic raw honey with honeycomb included,R3OK6BZKSWXA86,"Stakich RAW HONEY - 100% Pure, Unprocessed, Unheated, KOSHER",Very good raw honey!,2
q19,organic raw honey with honeycomb included,RHI328HAIOR38,"YS Organic Bee Farms CERTIFIED ORGANIC RAW HONEY 100% CERTIFIED ORGANIC HONEY Raw, Unprocessed, Unpasteurized - Kosher 32oz (Pack of 3)","I'm sure it will be great, as I have purchased Real Raw Honey in ...",2
q19,organic raw honey with honeycomb included,R4HOWA0JS6QAT,Y.S. Eco Bee Farms Raw Honey - 22 oz,Spreadable honey,2
q19,organic raw honey with honeycomb included,R2WU3WXPM5DL1U,"24 Mantra Organic Ginger Powder, Dry, 7 Ounce",LIKE!,0
q19,organic raw honey with honeycomb included,R2E4RAW59QRBFV,"YS Eco Bee Farms RAW HONEY - Raw, Unfiltered, Unpasteurized - Kosher","tastes just as good, but I prefer organic",2
q19,organic raw honey with honeycomb included,R1SDY7EZACL61I,Happy Valley UMF 15+ Manuka Honey,"Very, very expensive",1
q19,organic raw honey with honeycomb included,R1BNRC6XURVKZO,"Wedderspoon Honey New Zealand 100 Percent Raw Organic Wild Rata , 17.6 Ounce",Five Stars,2
q19,organic raw honey with honeycomb included,R2IGNMK1A8TN90,Raw Wildflower Honey by the Beekeeper's Daughter - 2.5 lb Jar (2.5 pound),"Never heated or filtered! Retains the beneficial traces of pollen, propolis, etc.",2
q19,organic raw honey with honeycomb included,R1H2HT59RB13HX,Y.S. Eco Bee Farms Raw Honey - 22 oz,This honey is great. I'm bout to order more,2
q19,organic raw honey with honeycomb included,RH0UUVXYPKNQD,Ginger Honey (Pure Natural Raw Honey with Essence of Organic Ginger) 16oz,Honey of a honey!,2
q20,sustainable and fair trade medium roast coffee,R1R2TKWBHMOFXZ,Green Mountain Coffee Fair Trade for Keurig Brewers - Colombian Select,Five Stars,2
q20,sustainable and fair trade medium roast coffee,R1D5Z5H9EZ1B2V,"The Organic Coffee Co., Breakfast Blend, 12 OneCup Single Serve Cups",Delicious and Earth Friendly,1
q20,sustainable and fair trade medium roast coffee,R3CHDA0F8V7ZDB,Starbucks Breakfast Blend K-Cup for Keurig Brewers,Great light roast coffee,0
q20,sustainable and fair trade medium roast coffee,R3FISHKHCGI660,"Keurig, Eight O'Clock Coffee, The Original, K-Cup packs, 24 Count",Very good coffee. I prefer a medium roast like this,2
q20,sustainable and fair trade medium roast coffee,R1VGG247WGHYFL,"Krispy Kreme Keurig Single-Serve K-Cup Pods, Smooth Light Roast Coffee","Smooth, mellow flavor - medium roast",2
q20,sustainable and fair trade medium roast coffee,R3JIR4VBG85BZ7,"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Good coffee but not special,1
q20,sustainable and fair trade medium roast coffee,R1DLT2LPBDIMWR,"2 Pounds Unroasted Coffee Beans, Premium Select from RhoadsRoast Coffees",Delightful,1
q20,sustainable and fair trade medium roast coffee,R24BEWBBMKPXXR,Barrie House Organic & Fair Trade Certified Decaf Classic Single Cup Capsules,Barrie House Organic Coffee,0
q20,sustainable and fair trade medium roast coffee,RCLS486KI1ZED,"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Medium Roast > Dark Roast,2
q20,sustainable and fair trade medium roast coffee,R2I7TCJ30I9UY5,Caza Trail Single Serve Cup for Keurig K-Cup Brewers,coffee lovers take NOTICE !,0
