marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,43938302,R3V9937KPU8M7P,B0012BSDNW,583221993,Organic Hibiscus Flowers Cut & Sifted- 1 lb,Grocery,5,0,0,N,Y,Five Stars,"amazing, just as good as the fresh wet soft ones at mexican stores in Mexico.",2015-08-24
US,43443198,R3V7SMW3T79U0N,B00MFAOWYI,766729539,Numi Organic Tea Chocolate Rooibos,Grocery,1,1,1,N,Y,"No chocolate flavor, but strong mint","The item shown is Chocolate Mint. Looks like many reviews were for Chocolate Spice. I ordered Chocolate Spice and got Chocolate Mint, maybe that's why. Anyway, the Chocolate Mint had a strong mint flavor, but no chocolate whatsoever. Maybe I can squeeze some chocolate syrup in my mug instead.",2015-08-26
US,48567329,RX6Z7XHD0GG4C,B0097CURQO,748448429,Panera Bread 12oz items,Grocery,5,1,1,N,Y,is it delicious - one of the best coffees I have tasted,"Can't purchase all the time at almost $20 for less than a pound of coffee but WOW, is it delicious - one of the best coffees I have tasted.  Sad that it's so expensive - I may go into a store to see if the price is lower.",2015-08-26
US,10261432,R88YHAYLNLBVA,B00O647RZC,115040971,Brooklyn Bean Roastery Single-Cup Hot Cocoa for Keurig K-Cup Brewers,Grocery,5,0,0,N,Y,Five Stars,Great Hot Coco. If you like it strong,2015-08-18
US,1944092,R1Z5BQOMXW988P,B0014D1C1S,259733122,"Oxy Maximum Daily Cleansing Pads, 90 ct",Grocery,5,1,1,N,Y,Item was delivered quickly. I've used this product for ...,Item was delivered quickly. I've used this product for years. All time fav. I don't have serious acne but it keeps those pesky zits at bay and de-slicks my t-zone.,2015-08-29
US,53003247,R3P5OZVIHH76VK,B00CY1B3MM,467144096,Van's Natural Foods Snack Bars - Cranberry Almond - 1.2 oz - 5 ct,Grocery,5,0,0,N,Y,Like them,Great barsl....going more and more  gluten free non-gmo for the family health...this stuff is really tasty.,2015-08-24
US,825037,R27E8APJQZFQIG,B004NQA90I,701664205,Iberia White Cooking Wine 25.4 OZ,Grocery,4,2,2,N,Y,Iberia White Wine,I've used it in many recipes and had great results.,2015-08-24
US,39252955,RXV5I3A5PND0A,B0096DXDVK,467621034,"Somersets Original Shave Oil, 6.75 oz",Grocery,3,0,0,N,Y,Maybe not so good on the head.,"I used this for shaving my bald head. The pros are that it last a long time and for the price you can't beat it, however it was easier to shave with soap or cream than this. I had huge issues with this in terms of smoothness. Although in my face it was smoother, for my bald head it just didn't feel good at all.",2015-08-29
US,6798635,R7ITO51V7QOZQ,B004JSNSA8,29298389,"Hydro Herbal 50g DR 23 Hookah Shisha, Tobacco Free Molasses, Single Pack by Texas Hookah",Grocery,5,0,0,N,Y,New Favorite!,"Delicious! Smells amazing, I would buy this as an air freshener if I could. The taste is also very sweet, not too strong either, but you can definitely tell that the taste is there every time you take a puff. Not to messy, easy to clean off any surface it might get on (not including clothing so be careful) I have a mini hookah so this will last me about 3-5 sessions. Not sure for regular sized ones. Will purchase again!",2015-08-28
US,50299974,R3IE4J1OFGQM98,B000CN7BMA,317556764,"ZICO Natural Coconut Water,11.2 fl. oz. (Pack of 12)",Grocery,5,0,0,N,Y,Convenient size,I couldn't find this size in any store.  Great to take to the beach!,2015-08-25
US,45838890,R17P1AQULF8LJP,B00MGXP5N6,836987175,"Spicy World Ground Turmeric Powder, 5 Pound",Grocery,5,0,0,N,Y,Good quality and Great,Just what I was looking for. Good quality and Great price,2015-08-30
US,1785571,R1DPUW93931OT5,B00KRYSF1U,713640395,Water & Wood Resurrection Plant - Rose of Jericho Dinosaur Plant Air Fern Spike Moss Live,Grocery,1,0,0,N,Y,I bought this plant because it was different. It ...,I bought this plant because it was different. It is still alive but not very exciting for me at this time.,2015-08-23
US,18083386,RRRONBEJCC496,B0067R2C2Y,172457084,Kikkoman Soup Miso Shiro,Grocery,5,0,0,N,Y,Five Stars,Love this miso soup variety pack so much that I ordered it a second time!,2015-08-20
US,18755360,R11W3HV695ER2A,B001EQ5G1C,97198671,Manitoba Harvest Hemp Hearts Raw Shelled Hemp Seeds,Grocery,5,1,1,N,Y,Five Stars,My favorite band of hemp seeds!,2015-08-29
US,12363425,R34YN10E1DD5ZO,B00RC7VZ5I,474690636,Pride Of India - Grain Jars,Grocery,5,1,1,N,Y,Best ever rice,The best rice I have ever made....cannot believe how good and fluffy it is....A WINNER BY ALL COUNTS! Nannette,2015-08-21
US,16474909,R2360ZNKGZYK9Z,B0010OQQ2Q,239295370,"More Than Gourmet Fond De Poulet Gold Chicken Stock, 1.5-Ounce Packages (Pack of 6)",Grocery,5,0,0,N,Y,Five Stars,GREAT SELLER PRODUCT WORKED GREAT,2015-08-31
US,52228204,R7MHMYRZZH25Q,B00O648K1W,115040971,Brooklyn Bean Roastery Single-Cup Hot Cocoa for Keurig K-Cup Brewers,Grocery,5,0,0,N,N,Subtle but Fun Flavors For the Cocoa Lover,"I feel like a kid again. I don't often drink hot cocoa, my kids do but I was happy to try these out. Each cup has a subtle flavor underneath the rich cocoa base.<br /><br />I'll start by saying that we have a child with a peanut allergy in the house and one of these packs is peanut butter cup. So to be safe, one of two children has refrained from drinking any of these. My daughter and I have been using them though and enjoying them.<br /><br />The Campfire has a hint of marshmallow for a pretty sweet brew. This is one of my daughter's favorites (no surprise there since she has an incredible sweet tooth). Midnight has a slightly deeper, dark chocolate flavor, still sweet but richer. Milk Chocolate is just that, a traditional creamy milk chocolate cup of warmth.<br /><br />Peanut Butter Cup is my second favorite. Besides the fact that I love peanut butter and chocolate together, drinking the flavor is wonderful. It is subtle though and not overpowering. Carnival is another favorite flavor combination of mine - caramel and salt. Again, it is not overpowering in flavor but in the background layered with the hot cocoa. Lastly is actually my favorite. Mexican is a slightly spicy hot cocoa -  rich chocolate with a hint of Mexican spiciness.<br /><br />I will reiterate that the flavors are subtle. You do not feel like you are drinking a mug of peanut butter cup but the flavor is there. My daughter did not like the Mexican or Midnight (no surprise since they aren't the sweetest ones!) but I have. They work well in our Keurig brewer and have be used in 8 oz and 10 oz with little difference in the flavor level. Sample box provided for review.",2015-08-18
US,28433853,RGCH7DX2FZYHC,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,5,1,1,N,Y,Five Stars,"Met all my expectations - The berries grains are moist, large and deep red in colour.  Thank You.",2015-08-24
US,28182953,R1IF8D228F2UKK,B00KGH8S0G,675586812,"Simply Gum, Assorted Natural Chewing Gum, Non GMO, Vegan, 6 Packs (90 Pieces) - Includes Mint, Cinnamon, Ginger, Fennel, Coffee, Maple",Grocery,2,0,0,N,Y,Would not buy again!,The flavor is gone soon as you get going with chewing. I felt like I wasted my money!,2015-08-27
US,12198703,R2XNJHS3Q5NFW9,B005OVPK9G,507746902,Quaker Oatmeal Squares,Grocery,5,0,0,N,Y,Good value!,Good value for a tasty cereal that's more expensive at my local Walmart.,2015-08-19
US,44848137,RW1YSN3LSH0DY,B0028VAQSU,482922650,Pamela's Ultimate Baking and Pancake Mix,Grocery,5,0,0,N,Y,Five Stars,Wish the price would come back down on the smaller bags.,2015-08-18
US,15025780,RQZS04NNAK8HM,B0030VJ79Q,176502505,Happy Tot Organic Baby Food Pouches (Pack of 16),Grocery,5,1,1,N,N,Convenient and nutritious!,"I have always loved these as an on-the-go snack for my toddlers. Honestly, I can’t say enough about how comfortable I am giving any Happy Tot product to my child when I just don’t have the time to make it. They are also life savers for sick kiddos that don't feel like eating anything. My 3 year old wouldn’t eat spinach on her own, but she begs for these! She LOVES this flavor. This was the only thing my kids would eat during a bout of the flu and I know it helped them stay hydrated and nourished.",2015-08-28
US,36861944,RLU9XX2WI1QP,B001EQ5PKE,766479435,"SweetLeaf Organic Stevia Extract, 0.9 Ounce (Pack of 2)",Grocery,5,0,0,N,Y,Five Stars,The ONLY pure stevia on the market,2015-08-22
US,42732203,R3PPOEQ6NMJZIM,B00RDCLFKW,544202152,BLOOMING SET,Grocery,3,3,4,N,Y,"Mystery tea, every time","Love the variety, and the teas are mostly quite delicious, but they are not labeled, so I don't know which tea ball is which flavor. The flowers do blossom beautifully, I just wish I new the flavor before I take it out if it's packet (since they are individually wrapped)",2015-08-31
US,41461409,R1LI1QE2QMHGWP,B00C163M42,103564731,"Klement's Ham Sticks, Honey, 8 Ounce",Grocery,5,4,6,N,Y,Great Snack!!!,"These are excellent.  I take 2 or 3 of them, and some cheese, cut it all in bite size pieces, add crackers, and I have a great snack.  They are not greasy.  The only problem is my little dog likes them too and will sit at my feet staring up at me eating them until I give him a piece!!!  Have not tried the other &#34;sticks&#34; but since these are so good, I would guess the other choices would be good too.  Highly recommend.",2015-08-24
US,44862851,RPXZHYP5465MG,B008VQ5A0K,39315122,Ostrim Beef/Elk Snack Stick,Grocery,5,0,0,N,N,"Awesome, taste amazing, and not bad for you","Like crack, but cheaper and legal.",2015-08-21
US,41219652,RPO5R11CV2W2I,B00K6QUKOO,583354051,"Flavored Coffee Single Serve Cups For Keurig K cup Brewers Variety Pack Sampler, 40 count",Grocery,1,0,1,N,Y,What happened?,"Was excited to receive a variety of flavored coffee with no duplicates. until I started to brew several k-cups, they were weak, watered down !!!!! I do not like strong coffee, so you can imagine what I was tasting! Some were good, a lot of them were not. Out of 40 only a few, that is not acceptable. Will not order from this vendor again. I believe they sent me expired coffee,fresh coffee do not taste like that.",2015-08-19
US,10230329,R25SIQK3RCIPJ3,B011ZQU59S,658086353,"Baetea Complexion Tea: Get Healthy, Glowing, & Imperfection Free Skin, 26 Servings, with Potent Traditional Organic Herbs, Ultimate Way to Nourish & Fortify",Grocery,5,13,18,N,Y,Good tea,"This tea has a flowery citrus taste that doesn’t need a sweetener. I drink it at about 2/3 the recommended strength (2g as opposed to 3g). It works better in a french press or in a paper tea filter than it does in a tea diffuser. Even with my finest mesh diffuser there was a lot of debris at the bottom of the cup. That said, it does all seem to sink to the bottom, so there really isn’t any grit when you take a sip even if all you’ve got is a diffuser. My skin is looking pretty good, and in addition to that, I've been drinking it in the afternoon, and it's doing a nice job of tiding me over 'til dinner without needing a snack.<br /><br />*The manufacturer gave me a discounted sample for evaluation so that I could give you this honest review.",2015-08-19
US,49303328,R3U2K7Z6M4W18O,B00LWJ0OMC,752695380,IndusClassic Kosher Pure Natural Halall Unprocessed Himalayan Edible Pink Cooking Salt Fine Grain 0.5mm to 1mm,Grocery,5,1,1,N,Y,Salt Flushing,We bought this salt to use in a salt flush.  This salt is better than the sea salt that you would get from the store.  Still doesn't taste great but it's better for you when you are doing a salt flush.,2015-08-24
US,939704,R1BQ5BFEKH2AJ8,B001EQ5EQE,27601316,"Lavazza Decaffeinated Espresso Ground Coffee, 8-Ounce Cans (Pack of 4)",Grocery,5,0,0,N,Y,Five Stars,"Lavazza is a great coffee, I like this product.",2015-08-30
US,26438229,R3582GD4K082B0,B0078DU1CY,890843186,"Explore Asia Organic Black Bean Spaghetti,",Grocery,5,0,0,N,Y,Five Stars,"Great stuff when eating low carb. It's high protein, high fiber, and low carb.",2015-08-24
US,18080523,R1VE7N3IX62EKD,B001FQ0U3A,553492536,"Abbaye de Flavigny Oval Traditional Tin Orange Flower Flavored Anise drops all natural, 1.8 oz",Grocery,5,0,0,N,Y,Five Stars,Delicious. But 5he tin is very smàll.,2015-08-21
US,11655425,R1VVYHJRHMJWFF,B0001W2VYK,871641631,"Sprouting Broccoli Seeds, One Pound - Todd's Seeds",Grocery,5,0,0,N,Y,Five Stars,They are wonderful and so is their service,2015-08-25
US,12263504,RD671JA3IH7JB,B00THFVQES,361274602,"Roxbury Mountain Maple Butter, 16 Ounce",Grocery,5,0,0,N,N,Delicious!,"This stuff is heavenly. It's all of the wonderful flavor of maple in a creamy, decadent form -- so wonderful for topping toast or hot cereal. Friendly, family owned company, too.",2015-08-28
US,23495236,R22SHY822ONLD3,B00IX73PEA,102502886,"Stevia in the Raw Sweetener With Dextrose,1g Packet",Grocery,5,0,0,N,Y,GREAT VALUE,WILL USE NOTHING BUT THE STEVIA IN THE RAW,2015-08-23
US,49976548,R1E4MKX59295ZP,B00JV0TXNU,135685061,"Pure Coconut Extract 4 oz, 4 Ounce",Grocery,5,0,0,N,Y,Five Stars,Delicious flavor - just what I was looking for.,2015-08-20
US,42865802,R3N15RLB47T48W,B0078DU1CY,890843186,"Explore Asia Organic Black Bean Spaghetti,",Grocery,1,3,5,N,N,"Who Knew Gluten Free, Vegan & Organic Could Make Me So SIck","I was eager to try this black bean spaghetti because of the high protein, high fibre, high iron and low calorie nutrition information.  I have never, ever had a problem eating black beans before, I really liked black beans because they were a good source of protein as I am vegan.  So looking at the packaging I was excited to try this, especially since I saw that it was vegan and organic, among other things.  I spent a week eating this every second day and I loved the taste and texture but my stomach was so upset and bloated and I felt terribly nauseous.  I honestly didn't think it could be this spaghetti because it was vegan, gluten free, yeast free etc. so I kept eating it because I thought it must be something else.  When I talked to my mom about it she said she felt just as sick when she ate it.  So I tried it once more to see if it was actually the cause of my problems and sure enough I felt just as sick as I did all week.  I was extremely disappointed because I know I'm not allergic to black beans so what else could be causing this?  Is there an ingredient you're forgetting to mention here?  Maybe it's because it's manufactured in a facility that processes soybeans, I don't know.  All I can say is be cautious if you have any kind of troubles with food, it may look pleasing to gluten intolerant people and it tastes great but it may make you feel awful.",2015-08-18
US,23466727,R13I9TV5F2KLV3,B00LR30OGE,256599251,Food To Live CERTIFIED ORGANIC RED QUINOA,Grocery,5,1,1,N,Y,Five Stars,Love the taste and the consistency.,2015-08-26
US,10483074,R3JV8D4WEFZ1MJ,B00IS75HX2,302939295,"F. d'Anconia Brownie Nuggets, Classic Edition (All Chocolate) 20oz Box",Grocery,5,3,3,N,N,YUM,These were delicious and fresh. I would definitely order again.,2015-08-29
US,37293783,ROKI7I5FG8NH5,B00HYJPAWI,383491203,Oreo Marshmallow Crispy Creme Cookies,Grocery,5,0,1,N,Y,Five Stars,great seller - delivered as promised!,2015-08-19
US,52769891,R1DD83GHBQFBCT,B008PU29XS,263489291,"Carnation Evaporated Milk, 97 Ounce (Pack of 6)",Grocery,4,0,0,N,Y,These are the restaurant sized cans,Comes in six 3 quart cans in a case. These are the large restaurant sized cans. Not the standard sized cans found in stores.<br /><br />I ordered these by mistake but gave me the idea to keep them for emergencies until the expiration date.  At expiration these will be our milk supply as I order another case to keep for an emergency.,2015-08-20
US,48875263,R29NVB98NOIEDP,B00HJCXX24,621483557,"Domino Sugar, Granulated, 4LB Canister",Grocery,5,5,6,N,Y,This is a great value! sugar and a container i will be ...,This is a great value! sugar and a container i will be using to store something hehehe. i used this sugar in a 5 gallon batch of wine. domino is a brand of sugar i trust have not bought c and h in years.,2015-08-22
US,29048084,R32K1JSBIKXRN5,B003FDG4K4,923186001,"Orgain Organic Nutritional Shakes, 4 Flavors, 11 Ounce, 12 Count",Grocery,4,1,2,N,Y,Great for Kids Meal-Replacement,My son has been classified as failure to thrive since birth and is now almaot 2 years old. After struggling with feeding issues for a very long time we decided to supplement breast feeding/solid foods with these drinks to make sure he is getting the calories he needs as well as a balance of nutrients as he doesn't eating vegetables. He loves both the vanilla and chocolate (as does my 4 year old who is a great eater) even though I find the Taste to be very chalky and medicinal In a way...my only complaint is the cost as we spend several hundred dollars on these drinks each month now. Amazon does allow you to save money with the subscribe and save options and provides 5.00 coupons at times which helps considerably though. You may be able to find a cheaper alternative but it being organic is important to us so that has been the best option so far.,2015-08-24
US,39826127,R3AZARID5X5SSC,B001EQ5LD0,946886791,"Roland Quail Eggs, 15 Ounce (Pack of 6)",Grocery,4,10,11,N,Y,Best Quail Eggs In A Can,"Out of canned quail eggs I've tried, so far these are the most tender and delicious, and you'll pay for this naturally, as of now $4.63 per can at the going rate of $27.80 for 6 cans. If you eat half a can at a time you can cut this cost and feel less guilty about this as I do, but it's not easy to stop eating them! They are like any other steamed/hard boiled egg, so you decide if you want to add salt or dip them in a sauce to compensate. They are wonderful for salads when cut in half and added on top, so easy to make a mini cobb with.<br /><br />So why you might wonder did I only give these 4 stars? Two reasons. Cost is a bit high (perhaps not unreasonably considering they are a delicacy and shelled), but they are only 3/4 of a can full! The rest is water which spills inevitably whenever you open the can, so be sure to open these where they won't make a mess or are easy to clean up. You'll get a 15 ounce can, but much of that weight is liquid which is heavy. If you look carefully, what you actually get is 7 ounces dry weight, says so at the bottom of the can, so they seem more expensive than I first thought. Still, if you are looking for a special treat, this is it, and Roland is a great brand. I've included a couple of photos so you can see exactly what is inside after being drained and rinsed since you already know what a can filled to the top with water looks like.",2015-08-30
US,217442,R1R3JJI51LBNWM,B007WP45O8,36911907,"Plum Organics Baby Second Blends with Greek Yogurt, 3.5 Ounce Pouches (Pack of 12) (Packaging May Vary)",Grocery,5,0,0,N,Y,Awesome,"Can never find this at target, my daughter loves it!",2015-08-21
US,12306850,R2XU314UL2X96O,B00XCVN1B4,640817272,"Chocolat Stella Lait, Swiss Milk Chocolate, 3.5 oz",Grocery,2,0,0,N,N,There's a warning about a laxative effect,"The flavor and texture are both very good for a sugar free product...however, I had an extremely upset stomach after eating nine pieces (the serving size). I am lactose intolerant, but don't normally have trouble with milk chocolate (usually just cheese and ice cream. There is a note in the back of the bar that warns that excess consumption may have a laxative effect. So their serving size is DEFINITELY excess, at least for a lactose intolerant person.",2015-08-29
US,53020070,R10DZGEZZ5FIAG,B00EYKSSXS,109883915,"Acquerello Italian Carnaroli Aged Risotto Rice, 17.6 Ounce Tin",Grocery,5,0,0,N,Y,Five Stars,"This is great stuff, aged to improve its cooking characteristics.  Look for great recipes on the producers website.",2015-08-26
US,13771129,R3B9TD5WL1MVDU,B004NF5E86,214816053,Rishi Tea Iced Tea,Grocery,5,0,0,N,Y,My favorite! It's so refreshing,"My favorite! It's so refreshing. It's very potent. After I brew a pot, I place the leftover tea bag in cold filtered water in a mason jar and steep it overnight. Makes a delicious second brew!",2015-08-29
US,25239946,R1TPISVEH6TGZ8,B00394SEPW,66273068,Pernigotti Gianduiotti Fondente Bag,Grocery,5,0,0,N,Y,ADDICTIVE!,"Warning! These are like crack. So rich and creamy. Love gianduia flavor in gelatto too. I've had these in dark chocolate and milk. I gotta say, the milk is better. And I'm a dark chocolate fan.",2015-08-30
US,50036819,RV7CDKOCM8BRM,B00HES7572,682334843,"Viva Naturals #1 Organic Maca Powder, Gelatinized for Enhanced Bioavailability, Non-GMO",Grocery,5,2,3,N,Y,Energy!,"I got it for it's promise of sustained energy and I can honestly say it does do the trick. I was going through a series of weeks of low energy due to a diet change. Just couldn't get it together, and my afternoons were really sluggish. Literally the very first morning I had this (mixed about a teaspoon of it into yogurt kefir), I had sustained energy all the way through the end of the day. That was nearly 2 months ago, and I've barely gone a day without having some since. I only wish it tasted better, but that's not the company's fault- that's just Maca from what I understand. Tastes almost like a sickeningly semi-sweet version of a type of brown sugar (but again, only semi-sweet). That's the best I can describe it. I simply tolerate it, it's not something I look forward to tasting. I do love this brand though, Vita Labs. I get their raw cacao powder too, and it's fantastic.",2015-08-27
US,37055755,R3M2GUCK22C7M3,B001I7MVG0,792179620,Bragg - Organic Apple Cider Vinegar with Mother,Grocery,4,1,1,N,Y,The size is perfect and lasts a very long time,I purchased this product as a morning supplement for my digestive issues.  It is very effective but still has that strong ACV kick.  So many uses for this product from cleaning to cooking.  The size is perfect and lasts a very long time!,2015-08-30
US,50336572,R3LTN19HCK22Z5,B0031XAYDG,943586856,"DAMMANN FRERES Earl Grey Loose Tea, 3.5 Ounce",Grocery,5,2,2,N,Y,Best Earl Grey around,"This is excellent Earl Grey. I have tried nearly all the so called high end blends of earl grey and this is by far my favorite. I discovered when i lived in France, and have kept using it ever since. I used to buy it at Sur La Table but they no longer carry it. I am glad Amazon does.",2015-08-20
US,22997837,R3DIK07S8W1FAY,B000OUY4WQ,345142025,Gano C'real Spirulina Oats by Gano Excel USA Inc. - 15 Packets,Grocery,5,0,0,N,Y,excellent.,It went very well with the delivery time. Thank you.,2015-08-28
US,49432919,R2G0ZFFXA7DDC7,B002GP9F8K,85190455,Eda's Tropical Mix Sugar Free Hard Candy Bulk Wrapped,Grocery,2,0,0,N,Y,Assortment shorted!,My order had only three flavors (much fewer than what is listed).  The flavors I got were really good.  Would LOVED to have tried the others.,2015-08-26
US,41103368,R3DXCHXUUH1FAM,B001HTI708,316845046,Natural Value Coconut Milk,Grocery,5,1,1,N,Y,Five Stars,It can't get any better than this coconut milk--tastes great!  Thanks for the speedy delivery!,2015-08-29
US,51263726,R1MR8MHC7ARU2R,B00T8RFI6C,916154049,Concession Express Cotton Candy Floss Sugar Five Pack,Grocery,5,0,0,N,Y,My daughter made some with each flavor and she loves it!  If she's happy I'm happy!,My daughter made some with each flavor and she loves it!  If she's happy I'm happy!,2015-08-23
US,50996344,R36OSUTRT5JPEO,B00UHNCB4I,695726479,"Mott's Snack & Go Applesauce, Strawberry Ba-Na-Na!, 3.2 Ounce Pouches (Pack of 4)",Grocery,3,0,0,N,N,"Cute packaging, but not great flavor.","My daughter's love applesauce packs, but they didn't love this flavor.",2015-08-21
US,21534806,R1IQ3W1JE5GB33,B0012VSXIM,290686210,"GOOD & PLENTY Candy, Classic Black Licorice Flavor, 5 Pound Bag",Grocery,5,0,0,N,Y,I love licorice.,These are habit forming. I love licorice..,2015-08-29
US,14366174,R3VGVODIESMVHR,B00XK4JLGW,832773599,"nutpods Unsweetened Dairy-free Creamer, 4-pack (Original, Discontinued Listing)",Grocery,2,1,1,N,Y,Not Impressed,"Not impressed with this creamer. After reading the reviews, I was really excited to try it. After trying it, not something I would reorder. Taste is just &#34;off&#34; for my preference.",2015-08-26
US,36610054,R2QESTS39F9WSA,B00O86D0QS,686990241,Method Liquid Dish Refill Pouch - 36 oz - Ginger Yuzu,Grocery,5,2,2,N,Y,"Method nailed this one, in my opinion",I like Method's &#34;keep it simple&#34; approach to products. But this one has me hooked on the scent! I ordered this refill because my local store had moved on to another scent.,2015-08-22
US,49506218,R3611B7HJK9U01,B000J39TSW,153263621,"San-J White Miso Soup Envelopes, 0.42-Ounce Envelopes (Pack of 36)",Grocery,3,0,0,N,N,"Flavor good, with a nice amount of green onion and ...","Going into this, I am reviewing an instant soup. I am not comparing it to fresh, restaurant meal, soup.<br /><br />Flavor good, with a nice amount of green onion and seaweed. For that, I would give it four stars.<br /><br />However, there were unappetizing granules throughout, for which I must retract a star.<br /><br />As a low carb comfort food, this is nice, but I'll be trying other brands.",2015-08-18
US,22882374,R2GQB3345DKREI,B011876H2S,707339816,Café Don Pablo - Medium-Dark Whole Bean - Classic Italian Esspresso - 12oz Bag,Grocery,5,1,1,N,Y,Five Stars,"True gourmet coffee, definitely sticking with this.",2015-08-29
US,2645666,R1DJONHQ4040C7,B010TYP6LO,427187477,Wonka Bottle Caps Bulk 1 Pound Bag,Grocery,3,0,0,N,Y,Three Stars,Little expensive for what you get.  I should have figured that out before I bought it though.,2015-08-24
US,51283656,R216ORQ6RY1QDA,B00NUETC4I,55150403,"Indus Organics Turkish White Mulberries, Sulfite Free, No Added Sugar, Premium Grade, Freshly Packed",Grocery,5,0,0,N,Y,Organic mulberries,they came quickly and are of excellent quality.,2015-08-23
US,31617412,R2U98YM55LFPG5,B004EIH1ZG,656829433,TruffleHunter Chef's Black Truffle Oil - 8.45 Oz (Double Concentrated),Grocery,5,0,0,N,Y,Five Stars,strong a little goes a long way,2015-08-21
US,31465745,R1IBBYQ9CIVB75,B00SYMZCHW,663532193,Prince of Peace Instant Ginger Honey Crystals,Grocery,5,0,0,N,Y,love em!!!!,great product!!!  we love these!!!!  they taste great and r great for you!,2015-08-20
US,52968391,RY1FH3C1JGUFF,B001ET63N4,950642175,"Bel Aria Balsamic Glaze, 7.6-Ounce Bottles (Pack of 3)",Grocery,5,0,0,N,Y,Excellent product,Absolutely delicious mixed with pesto on Caprese salad.,2015-08-24
US,11631018,R2Q6IVQDJJZL20,B00FP812WM,886846248,McCormick PICKLING SPICE 1.5oz (2 Pack),Grocery,5,0,0,N,Y,Five Stars,fast shipping and great pricing,2015-08-29
US,7098955,R2LP6IVMI6JV2H,B000FFIL92,640447102,"Numi Tea Petite Bouquet - Assorted Flowering Teas, 4 Count Box",Grocery,5,0,0,N,Y,perfect gift for tea lovers,"I gave it as a present to my father-in-law. He loves good tea, and was impressed with the gift.",2015-08-25
US,13679940,RJ3QBA872MPJK,B00ZACOKQI,280174724,"Anna and Sarah Organic Hulled Pumpkin Seeds in Resealable Bag, 2 Lbs",Grocery,5,1,1,N,Y,Anne & Sara for all !,Excellent and very fresh .....great taste !,2015-08-23
US,13616927,R3GPQHI8TS66P8,B00099E8OQ,469691382,Lipton Iced Tea Mix,Grocery,4,0,0,N,Y,noon and night this size is hard to fine most places and great,"Wife drinks this all the time morning,noon and night this size is hard to fine most places and great price",2015-08-24
US,42072035,R2Y1XFBB0MSO99,B00JSXAMYY,457643386,"San Francisco Bay Coffee, OneCup Single Serve Cups",Grocery,5,0,0,N,Y,A good cup of coffee in the morning.,A good cup of moderate strong coffee.  Full flavored and aroma.,2015-08-24
US,14470672,RDPJZTM4H2NPB,B00P2QI5Y0,458410746,"Mother in Law's Kimchi House Napa Cabbage, 16 oz",Grocery,1,4,6,N,Y,Not for me...,"I love Kimchee, but this was not good to me.",2015-08-26
US,14836128,R1TN8IVW1KZQES,B004LKVRLG,846092972,The Spice Lab's Himalayan Pink Coarse Gourmet Pure Crystal Salt - Nutrient and Mineral Fortified for Health - Kosher and Natural Certified Food Grade,Grocery,5,0,1,N,Y,Product as described,"Like it, usimg it instead of regular salt",2015-08-24
US,1377017,R82AJADJ79Q5J,B00B1HL0H8,712351368,Baron's Kosher 100% Pure Ground Sesame Tahini 16-ounce Jars (Pack of 2),Grocery,5,0,0,N,Y,Excellent Product,I love Tahini and this is very good.  It's fresh and makes my hummus very yummy!  Will definitely purchase again.,2015-08-26
US,2561302,R3839OZGJ7XBAC,B004W8LT10,406108242,Gold Medal Prod. 2045 Flavacol Seasoning OLqrrq Popcorn Salt 35oz,Grocery,5,0,0,N,Y,Movie theater taste,This stuff is delicious. Sprinkle it on stove topped popcorn or even microwaved popcorn for a movie theater taste. You're supposed to put it in the oil while you pop the popcorn on the stove top but I sprinkle some directly on to the popcorn for even more flavor.,2015-08-19
US,16481844,R1B1HI08PMQNZ6,B00CK44OCO,261017303,"Kellogg's Frosted Mini Wheats, Chocolate, Little Bites Cereal, 15.2 Ounce Box (4-pack)",Grocery,1,1,1,N,Y,damaged before it was even shipped to me,the cereal boxes was damaged before they were even shipped. the shipping box was not damaged at all. This means the product was worthless even before it was shipped to me. I will never order this product again,2015-08-25
US,4892109,RXTWO3SJQH1C2,B000T6AHW6,331993909,"Monin Lavender Syrup, 25.4-Ounce (750 ml) Glass Bottle",Grocery,5,0,0,N,Y,Retailer great.,Product is as expected. Ordered way too much. Retailer great.,2015-08-23
US,13522920,R2X9KL0LTGAYPC,B001ELLBJS,356715615,"Great Lakes Unflavored Gelatin, Kosher, 16 Ounce Can",Grocery,5,1,1,N,Y,Five Stars,"Great product! Shipping was fast, and very happy with the result on my health!",2015-08-18
US,12250368,R39Y6DY3GH9QPH,B008P2FSKC,287058930,"Pure Natural Miracles Cacao Nibs. Raw, Organic and Premium Criollo Variety.",Grocery,5,1,1,N,Y,Five Stars,"Great stuff, will purchase again",2015-08-22
US,11080251,ROP8LP8X3MYRQ,B004FPQFM8,233060768,"Frontier Blackened Creole Blend, 2.19-Ounce Bottle",Grocery,5,0,0,N,Y,Great on seafood!,"I have tried almost all of the salt free blends of this brand.  They are all very flavorful.  This spice is excellent on shrimp along with some fresh garlic, butter, & olive oil.  Saute for a few minutes & serve with some pasta or rice for a quick & flavorful, healthy dish.",2015-08-21
