query_id,doc_id,rank,score,bm25_rank,dense_rank,product_title,review_headline,star_rating
q18,R3MIS5BLMRM70F,10,0.021698,39,28,"V8 V-Fusion +Energy Drinks, 8 Fl Oz",So glad i found this,5
q19,R3OK6BZKSWXA86,1,0.033333,1,1,"Stakich RAW HONEY - 100% Pure, Unprocessed, Unheated, KOSHER",Very good raw honey!,5
q19,RHI328HAIOR38,2,0.032018,2,5,"YS Organic Bee Farms CERTIFIED ORGANIC RAW HONEY 100% CERTIFIED ORGANIC HONEY Raw, Unprocessed, Unpasteurized - Kosher 32oz (Pack of 3)","I'm sure it will be great, as I have purchased Real Raw Honey in ...",5
q19,R4HOWA0JS6QAT,3,0.030331,5,9,Y.S. Eco Bee Farms Raw Honey - 22 oz,Spreadable honey,5
q19,R2WU3WXPM5DL1U,4,0.03031,6,8,"24 Mantra Organic Ginger Powder, Dry, 7 Ounce",LIKE!,5
q19,R2E4RAW59QRBFV,5,0.030018,3,13,"YS Eco Bee Farms RAW HONEY - Raw, Unfiltered, Unpasteurized - Kosher","tastes just as good, but I prefer organic",4
q19,R1SDY7EZACL61I,6,0.030018,13,3,Happy Valley UMF 15+ Manuka Honey,"Very, very expensive",4
q19,R1BNRC6XURVKZO,7,0.029644,10,7,"Wedderspoon Honey New Zealand 100 Percent Raw Organic Wild Rata , 17.6 Ounce",Five Stars,5
q19,R2IGNMK1A8TN90,8,0.029206,16,4,Raw Wildflower Honey by the Beekeeper's Daughter - 2.5 lb Jar (2.5 pound),"Never heated or filtered! Retains the beneficial traces of pollen, propolis, etc.",5
q19,R1H2HT59RB13HX,9,0.027364,9,20,Y.S. Eco Bee Farms Raw Honey - 22 oz,This honey is great. I'm bout to order more,5
q19,RH0UUVXYPKNQD,10,0.027072,12,18,Ginger Honey (Pure Natural Raw Honey with Essence of Organic Ginger) 16oz,Honey of a honey!,5
q20,R1R2TKWBHMOFXZ,1,0.031025,7,4,Green Mountain Coffee Fair Trade for Keurig Brewers - Colombian Select,Five Stars,5
q20,R1D5Z5H9EZ1B2V,2,0.030556,13,1,"The Organic Coffee Co., Breakfast Blend, 12 OneCup Single Serve Cups",Delicious and Earth Friendly,5
q20,R3CHDA0F8V7ZDB,3,0.027619,16,11,Starbucks Breakfast Blend K-Cup for Keurig Brewers,Great light roast coffee,5
q20,R3FISHKHCGI660,4,0.027536,1,33,"Keurig, Eight O'Clock Coffee, The Original, K-Cup packs, 24 Count",Very good coffee. I prefer a medium roast like this,4
q20,R1VGG247WGHYFL,5,0.026901,9,23,"Krispy Kreme Keurig Single-Serve K-Cup Pods, Smooth Light Roast Coffee","Smooth, mellow flavor - medium roast",4
q20,R3JIR4VBG85BZ7,6,0.026438,38,3,"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Good coffee but not special,4
q20,R1DLT2LPBDIMWR,7,0.025418,25,15,"2 Pounds Unroasted Coffee Beans, Premium Select from RhoadsRoast Coffees",Delightful,5
q20,R24BEWBBMKPXXR,8,0.024394,6,52,Barrie House Organic & Fair Trade Certified Decaf Classic Single Cup Capsules,Barrie House Organic Coffee,5
q20,RCLS486KI1ZED,9,0.024321,5,56,"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Medium Roast > Dark Roast,3
q20,R2I7TCJ30I9UY5,10,0.021934,47,21,Caza Trail Single Serve Cup for Keurig K-Cup Brewers,coffee lovers take NOTICE !,5
